energy_type,country,year,consommation
Oil shale and oil sands,Belgium,2015,0
Oil shale and oil sands,Belgium,2016,0
Oil shale and oil sands,Belgium,2017,0
Oil shale and oil sands,Belgium,2018,0
Oil shale and oil sands,Belgium,2019,0
Oil shale and oil sands,Belgium,2020,0
Oil shale and oil sands,Belgium,2021,0
Oil shale and oil sands,Belgium,2022,0
Oil shale and oil sands,Bulgaria,2011,0
Oil shale and oil sands,Bulgaria,2012,0
Oil shale and oil sands,Bulgaria,2013,0
Oil shale and oil sands,Bulgaria,2014,0
Oil shale and oil sands,Bulgaria,2015,0
Oil shale and oil sands,Bulgaria,2016,0
Oil shale and oil sands,Bulgaria,2017,0
Oil shale and oil sands,Bulgaria,2018,0
Oil shale and oil sands,Bulgaria,2019,0
Oil shale and oil sands,Bulgaria,2020,0
Oil shale and oil sands,Bulgaria,2021,0
Oil shale and oil sands,Bulgaria,2022,0
Oil shale and oil sands,Cyprus,2011,0
Oil shale and oil sands,Cyprus,2012,0
Oil shale and oil sands,Cyprus,2013,0
Oil shale and oil sands,Cyprus,2014,0
Oil shale and oil sands,Cyprus,2015,0
Oil shale and oil sands,Cyprus,2016,0
Oil shale and oil sands,Cyprus,2017,0
Oil shale and oil sands,Cyprus,2018,0
Oil shale and oil sands,Cyprus,2019,0
Oil shale and oil sands,Cyprus,2020,0
Oil shale and oil sands,Cyprus,2021,0
Oil shale and oil sands,Cyprus,2022,0
Oil shale and oil sands,Czechia,2011,0
Oil shale and oil sands,Czechia,2012,0
Oil shale and oil sands,Czechia,2013,0
Oil shale and oil sands,Czechia,2014,0
Oil shale and oil sands,Czechia,2015,0
Oil shale and oil sands,Czechia,2016,0
Oil shale and oil sands,Czechia,2017,0
Oil shale and oil sands,Czechia,2018,0
Oil shale and oil sands,Czechia,2019,0
Oil shale and oil sands,Czechia,2020,0
Oil shale and oil sands,Czechia,2021,0
Oil shale and oil sands,Czechia,2022,0
Oil shale and oil sands,Germany,2011,0
Oil shale and oil sands,Germany,2012,0
Oil shale and oil sands,Germany,2013,0
Oil shale and oil sands,Germany,2014,0
Oil shale and oil sands,Germany,2015,0
Oil shale and oil sands,Germany,2016,0
Oil shale and oil sands,Germany,2017,0
Oil shale and oil sands,Germany,2018,0
Oil shale and oil sands,Germany,2019,0
Oil shale and oil sands,Germany,2020,0
Oil shale and oil sands,Germany,2021,0
Oil shale and oil sands,Germany,2022,0
Oil shale and oil sands,Denmark,2011,0
Oil shale and oil sands,Denmark,2012,0
Oil shale and oil sands,Denmark,2013,0
Oil shale and oil sands,Denmark,2014,0
Oil shale and oil sands,Denmark,2015,0
Oil shale and oil sands,Denmark,2016,0
Oil shale and oil sands,Denmark,2017,0
Oil shale and oil sands,Denmark,2018,0
Oil shale and oil sands,Denmark,2019,0
Oil shale and oil sands,Denmark,2020,0
Oil shale and oil sands,Denmark,2021,0
Oil shale and oil sands,Denmark,2022,0
Oil shale and oil sands,Estonia,2011,52.219
Oil shale and oil sands,Estonia,2012,41.521
Oil shale and oil sands,Estonia,2013,36.274
Oil shale and oil sands,Estonia,2014,33.911
Oil shale and oil sands,Estonia,2015,14.961
Oil shale and oil sands,Estonia,2016,9.738
Oil shale and oil sands,Estonia,2017,19.981
Oil shale and oil sands,Estonia,2018,22.423
Oil shale and oil sands,Estonia,2019,19.881
Oil shale and oil sands,Estonia,2020,1.38
Oil shale and oil sands,Estonia,2021,0
Oil shale and oil sands,Estonia,2022,0
Oil shale and oil sands,Greece,2011,0
Oil shale and oil sands,Greece,2012,0
Oil shale and oil sands,Greece,2013,0
Oil shale and oil sands,Greece,2014,0
Oil shale and oil sands,Greece,2015,0
Oil shale and oil sands,Greece,2016,0
Oil shale and oil sands,Greece,2017,0
Oil shale and oil sands,Greece,2018,0
Oil shale and oil sands,Greece,2019,0
Oil shale and oil sands,Greece,2020,0
Oil shale and oil sands,Greece,2021,0
Oil shale and oil sands,Greece,2022,0
Oil shale and oil sands,Spain,2011,0
Oil shale and oil sands,Spain,2012,0
Oil shale and oil sands,Spain,2013,0
Oil shale and oil sands,Spain,2014,0
Oil shale and oil sands,Spain,2015,0
Oil shale and oil sands,Spain,2016,0
Oil shale and oil sands,Spain,2017,0
Oil shale and oil sands,Spain,2018,0
Oil shale and oil sands,Spain,2019,0
Oil shale and oil sands,Spain,2020,0
Oil shale and oil sands,Spain,2021,0
Oil shale and oil sands,Spain,2022,0
Oil shale and oil sands,Finland,2011,0
Oil shale and oil sands,Finland,2012,0
Oil shale and oil sands,Finland,2013,0
Oil shale and oil sands,Finland,2014,0
Oil shale and oil sands,Finland,2015,0
Oil shale and oil sands,Finland,2016,0
Oil shale and oil sands,Finland,2017,0
Oil shale and oil sands,Finland,2018,0
Oil shale and oil sands,Finland,2019,0
Oil shale and oil sands,Finland,2020,0
Oil shale and oil sands,Finland,2021,0
Oil shale and oil sands,Finland,2022,0
Oil shale and oil sands,France,2011,0
Oil shale and oil sands,France,2012,0
Oil shale and oil sands,France,2013,0
Oil shale and oil sands,France,2014,0
Oil shale and oil sands,France,2015,0
Oil shale and oil sands,France,2016,0
Oil shale and oil sands,France,2017,0
Oil shale and oil sands,France,2018,0
Oil shale and oil sands,France,2019,0
Oil shale and oil sands,France,2020,0
Oil shale and oil sands,France,2021,0
Oil shale and oil sands,France,2022,0
Oil shale and oil sands,Georgia,2013,0
Oil shale and oil sands,Georgia,2014,0
Oil shale and oil sands,Georgia,2015,0
Oil shale and oil sands,Georgia,2016,0
Oil shale and oil sands,Georgia,2017,0
Oil shale and oil sands,Georgia,2018,0
Oil shale and oil sands,Georgia,2019,0
Oil shale and oil sands,Georgia,2020,0
Oil shale and oil sands,Georgia,2021,0
Oil shale and oil sands,Georgia,2022,0
Oil shale and oil sands,Croatia,2011,0
Oil shale and oil sands,Croatia,2012,0
Oil shale and oil sands,Croatia,2013,0
Oil shale and oil sands,Croatia,2014,0
Oil shale and oil sands,Croatia,2015,0
Oil shale and oil sands,Croatia,2016,0
Oil shale and oil sands,Croatia,2017,0
Oil shale and oil sands,Croatia,2018,0
Oil shale and oil sands,Croatia,2019,0
Oil shale and oil sands,Croatia,2020,0
Oil shale and oil sands,Croatia,2021,0
Oil shale and oil sands,Croatia,2022,0
Oil shale and oil sands,Hungary,2011,0
Oil shale and oil sands,Hungary,2012,0
Oil shale and oil sands,Hungary,2013,0
Oil shale and oil sands,Hungary,2014,0
Oil shale and oil sands,Hungary,2015,0
Oil shale and oil sands,Hungary,2016,0
Oil shale and oil sands,Hungary,2017,0
Oil shale and oil sands,Hungary,2018,0
Oil shale and oil sands,Hungary,2019,0
Oil shale and oil sands,Hungary,2020,0
Oil shale and oil sands,Hungary,2021,0
Oil shale and oil sands,Hungary,2022,0
Oil shale and oil sands,Ireland,2011,0
Oil shale and oil sands,Ireland,2012,0
Oil shale and oil sands,Ireland,2013,0
Oil shale and oil sands,Ireland,2014,0
Oil shale and oil sands,Ireland,2015,0
Oil shale and oil sands,Ireland,2016,0
Oil shale and oil sands,Ireland,2017,0
Oil shale and oil sands,Ireland,2018,0
Oil shale and oil sands,Ireland,2019,0
Oil shale and oil sands,Ireland,2020,0
Oil shale and oil sands,Ireland,2021,0
Oil shale and oil sands,Ireland,2022,0
Oil shale and oil sands,Iceland,2011,0
Oil shale and oil sands,Iceland,2012,0
Oil shale and oil sands,Iceland,2013,0
Oil shale and oil sands,Iceland,2014,0
Oil shale and oil sands,Iceland,2015,0
Oil shale and oil sands,Iceland,2016,0
Oil shale and oil sands,Iceland,2017,0
Oil shale and oil sands,Iceland,2018,0
Oil shale and oil sands,Iceland,2019,0
Oil shale and oil sands,Iceland,2020,0
Oil shale and oil sands,Iceland,2021,0
Oil shale and oil sands,Italy,2011,0
Oil shale and oil sands,Italy,2012,0
Oil shale and oil sands,Italy,2013,0
Oil shale and oil sands,Italy,2014,0
Oil shale and oil sands,Italy,2015,0
Oil shale and oil sands,Italy,2016,0
Oil shale and oil sands,Italy,2017,0
Oil shale and oil sands,Italy,2018,0
Oil shale and oil sands,Italy,2019,0
Oil shale and oil sands,Italy,2020,0
Oil shale and oil sands,Italy,2021,0
Oil shale and oil sands,Italy,2022,0
Oil shale and oil sands,Lithuania,2011,0
Oil shale and oil sands,Lithuania,2012,0
Oil shale and oil sands,Lithuania,2013,0
Oil shale and oil sands,Lithuania,2014,0
Oil shale and oil sands,Lithuania,2015,0
Oil shale and oil sands,Lithuania,2016,0
Oil shale and oil sands,Lithuania,2017,0
Oil shale and oil sands,Lithuania,2018,0
Oil shale and oil sands,Lithuania,2019,0
Oil shale and oil sands,Lithuania,2020,0
Oil shale and oil sands,Lithuania,2021,0
Oil shale and oil sands,Lithuania,2022,0
Oil shale and oil sands,Luxembourg,2011,0
Oil shale and oil sands,Luxembourg,2012,0
Oil shale and oil sands,Luxembourg,2013,0
Oil shale and oil sands,Luxembourg,2014,0
Oil shale and oil sands,Luxembourg,2015,0
Oil shale and oil sands,Luxembourg,2016,0
Oil shale and oil sands,Luxembourg,2017,0
Oil shale and oil sands,Luxembourg,2018,0
Oil shale and oil sands,Luxembourg,2019,0
Oil shale and oil sands,Luxembourg,2020,0
Oil shale and oil sands,Luxembourg,2021,0
Oil shale and oil sands,Luxembourg,2022,0
Oil shale and oil sands,Latvia,2011,0
Oil shale and oil sands,Latvia,2012,0
Oil shale and oil sands,Latvia,2013,0
Oil shale and oil sands,Latvia,2014,0
Oil shale and oil sands,Latvia,2015,0
Oil shale and oil sands,Latvia,2016,0
Oil shale and oil sands,Latvia,2017,0
Oil shale and oil sands,Latvia,2018,0
Oil shale and oil sands,Latvia,2019,0
Oil shale and oil sands,Latvia,2020,0
Oil shale and oil sands,Latvia,2021,0
Oil shale and oil sands,Latvia,2022,0
Oil shale and oil sands,Moldova,2011,0
Oil shale and oil sands,Moldova,2012,0
Oil shale and oil sands,Moldova,2013,0
Oil shale and oil sands,Moldova,2014,0
Oil shale and oil sands,Moldova,2015,0
Oil shale and oil sands,Moldova,2016,0
Oil shale and oil sands,Moldova,2017,0
Oil shale and oil sands,Moldova,2018,0
Oil shale and oil sands,Moldova,2019,0
Oil shale and oil sands,Moldova,2020,0
Oil shale and oil sands,Moldova,2021,0
Oil shale and oil sands,Moldova,2022,0
Oil shale and oil sands,Montenegro,2011,0
Oil shale and oil sands,Montenegro,2012,0
Oil shale and oil sands,Montenegro,2013,0
Oil shale and oil sands,Montenegro,2014,0
Oil shale and oil sands,Montenegro,2015,0
Oil shale and oil sands,Montenegro,2016,0
Oil shale and oil sands,Montenegro,2017,0
Oil shale and oil sands,Montenegro,2018,0
Oil shale and oil sands,Montenegro,2019,0
Oil shale and oil sands,Montenegro,2020,0
Oil shale and oil sands,Montenegro,2021,0
Oil shale and oil sands,Montenegro,2022,0
Oil shale and oil sands,North Macedonia,2011,0
Oil shale and oil sands,North Macedonia,2012,0
Oil shale and oil sands,North Macedonia,2013,0
Oil shale and oil sands,North Macedonia,2014,0
Oil shale and oil sands,North Macedonia,2015,0
Oil shale and oil sands,North Macedonia,2016,0
Oil shale and oil sands,North Macedonia,2017,0
Oil shale and oil sands,North Macedonia,2018,0
Oil shale and oil sands,North Macedonia,2019,0
Oil shale and oil sands,North Macedonia,2020,0
Oil shale and oil sands,North Macedonia,2021,0
Oil shale and oil sands,North Macedonia,2022,0
Oil shale and oil sands,Malta,2011,0
Oil shale and oil sands,Malta,2012,0
Oil shale and oil sands,Malta,2013,0
Oil shale and oil sands,Malta,2014,0
Oil shale and oil sands,Malta,2015,0
Oil shale and oil sands,Malta,2016,0
Oil shale and oil sands,Malta,2017,0
Oil shale and oil sands,Malta,2018,0
Oil shale and oil sands,Malta,2019,0
Oil shale and oil sands,Malta,2020,0
Oil shale and oil sands,Malta,2021,0
Oil shale and oil sands,Malta,2022,0
Oil shale and oil sands,Netherlands,2011,0
Oil shale and oil sands,Netherlands,2012,0
Oil shale and oil sands,Netherlands,2013,0
Oil shale and oil sands,Netherlands,2014,0
Oil shale and oil sands,Netherlands,2015,0
Oil shale and oil sands,Netherlands,2016,0
Oil shale and oil sands,Netherlands,2017,0
Oil shale and oil sands,Netherlands,2018,0
Oil shale and oil sands,Netherlands,2019,0
Oil shale and oil sands,Netherlands,2020,0
Oil shale and oil sands,Netherlands,2021,0
Oil shale and oil sands,Netherlands,2022,0
Oil shale and oil sands,Norway,2011,0
Oil shale and oil sands,Norway,2012,0
Oil shale and oil sands,Norway,2013,0
Oil shale and oil sands,Norway,2014,0
Oil shale and oil sands,Norway,2015,0
Oil shale and oil sands,Norway,2016,0
Oil shale and oil sands,Norway,2017,0
Oil shale and oil sands,Norway,2018,0
Oil shale and oil sands,Norway,2019,0
Oil shale and oil sands,Norway,2020,0
Oil shale and oil sands,Norway,2021,0
Oil shale and oil sands,Norway,2022,0
Oil shale and oil sands,Poland,2011,0
Oil shale and oil sands,Poland,2012,0
Oil shale and oil sands,Poland,2013,0
Oil shale and oil sands,Poland,2014,0
Oil shale and oil sands,Poland,2015,0
Oil shale and oil sands,Poland,2016,0
Oil shale and oil sands,Poland,2017,0
Oil shale and oil sands,Poland,2018,0
Oil shale and oil sands,Poland,2019,0
Oil shale and oil sands,Poland,2020,0
Oil shale and oil sands,Poland,2021,0
Oil shale and oil sands,Poland,2022,0
Oil shale and oil sands,Portugal,2011,0
Oil shale and oil sands,Portugal,2012,0
Oil shale and oil sands,Portugal,2013,0
Oil shale and oil sands,Portugal,2014,0
Oil shale and oil sands,Portugal,2015,0
Oil shale and oil sands,Portugal,2016,0
Oil shale and oil sands,Portugal,2017,0
Oil shale and oil sands,Portugal,2018,0
Oil shale and oil sands,Portugal,2019,0
Oil shale and oil sands,Portugal,2020,0
Oil shale and oil sands,Portugal,2021,0
Oil shale and oil sands,Portugal,2022,0
Oil shale and oil sands,Romania,2011,0
Oil shale and oil sands,Romania,2012,0
Oil shale and oil sands,Romania,2013,0
Oil shale and oil sands,Romania,2014,0
Oil shale and oil sands,Romania,2015,0
Oil shale and oil sands,Romania,2016,0
Oil shale and oil sands,Romania,2017,0
Oil shale and oil sands,Romania,2018,0
Oil shale and oil sands,Romania,2019,0
Oil shale and oil sands,Romania,2020,0
Oil shale and oil sands,Romania,2021,0
Oil shale and oil sands,Romania,2022,0
Oil shale and oil sands,Serbia,2011,0
Oil shale and oil sands,Serbia,2012,0
Oil shale and oil sands,Serbia,2013,0
Oil shale and oil sands,Serbia,2014,0
Oil shale and oil sands,Serbia,2015,0
Oil shale and oil sands,Serbia,2016,0
Oil shale and oil sands,Serbia,2017,0
Oil shale and oil sands,Serbia,2018,0
Oil shale and oil sands,Serbia,2019,0
Oil shale and oil sands,Serbia,2020,0
Oil shale and oil sands,Serbia,2021,0
Oil shale and oil sands,Serbia,2022,0
Oil shale and oil sands,Sweden,2011,0
Oil shale and oil sands,Sweden,2012,0
Oil shale and oil sands,Sweden,2013,0
Oil shale and oil sands,Sweden,2014,0
Oil shale and oil sands,Sweden,2015,0
Oil shale and oil sands,Sweden,2016,0
Oil shale and oil sands,Sweden,2017,0
Oil shale and oil sands,Sweden,2018,0
Oil shale and oil sands,Sweden,2019,0
Oil shale and oil sands,Sweden,2020,0
Oil shale and oil sands,Sweden,2021,0
Oil shale and oil sands,Sweden,2022,0
Oil shale and oil sands,Slovenia,2011,0
Oil shale and oil sands,Slovenia,2012,0
Oil shale and oil sands,Slovenia,2013,0
Oil shale and oil sands,Slovenia,2014,0
Oil shale and oil sands,Slovenia,2015,0
Oil shale and oil sands,Slovenia,2016,0
Oil shale and oil sands,Slovenia,2017,0
Oil shale and oil sands,Slovenia,2018,0
Oil shale and oil sands,Slovenia,2019,0
Oil shale and oil sands,Slovenia,2020,0
Oil shale and oil sands,Slovenia,2021,0
Oil shale and oil sands,Slovenia,2022,0
Oil shale and oil sands,Slovakia,2011,0
Oil shale and oil sands,Slovakia,2012,0
Oil shale and oil sands,Slovakia,2013,0
Oil shale and oil sands,Slovakia,2014,0
Oil shale and oil sands,Slovakia,2015,0
Oil shale and oil sands,Slovakia,2016,0
Oil shale and oil sands,Slovakia,2017,0
Oil shale and oil sands,Slovakia,2018,0
Oil shale and oil sands,Slovakia,2019,0
Oil shale and oil sands,Slovakia,2020,0
Oil shale and oil sands,Slovakia,2021,0
Oil shale and oil sands,Slovakia,2022,0
Oil shale and oil sands,Türkiye,2011,0
Oil shale and oil sands,Türkiye,2012,0
Oil shale and oil sands,Türkiye,2013,0
Oil shale and oil sands,Türkiye,2014,0
Oil shale and oil sands,Türkiye,2015,0
Oil shale and oil sands,Türkiye,2016,0
Oil shale and oil sands,Türkiye,2017,0
Oil shale and oil sands,Türkiye,2018,0
Oil shale and oil sands,Türkiye,2019,0
Oil shale and oil sands,Türkiye,2020,0
Oil shale and oil sands,Türkiye,2021,0
Oil shale and oil sands,Türkiye,2022,0
Oil shale and oil sands,Ukraine,2011,0
Oil shale and oil sands,Ukraine,2012,0
Oil shale and oil sands,Ukraine,2013,0
Oil shale and oil sands,Ukraine,2014,0
Oil shale and oil sands,Ukraine,2015,0
Oil shale and oil sands,Ukraine,2016,0
Oil shale and oil sands,Ukraine,2017,0
Oil shale and oil sands,Ukraine,2018,0
Oil shale and oil sands,Ukraine,2019,0
Oil shale and oil sands,Ukraine,2020,0
Oil shale and oil sands,United Kingdom,2011,0
Oil shale and oil sands,United Kingdom,2012,0
Oil shale and oil sands,United Kingdom,2013,0
Oil shale and oil sands,United Kingdom,2014,0
Oil shale and oil sands,United Kingdom,2015,0
Oil shale and oil sands,United Kingdom,2016,0
Oil shale and oil sands,United Kingdom,2017,0
Oil shale and oil sands,United Kingdom,2018,0
Oil shale and oil sands,United Kingdom,2019,0
Oil shale and oil sands,Kosovo*,2011,0
Oil shale and oil sands,Kosovo*,2012,0
Oil shale and oil sands,Kosovo*,2013,0
Oil shale and oil sands,Kosovo*,2014,0
Oil shale and oil sands,Kosovo*,2015,0
Oil shale and oil sands,Kosovo*,2016,0
Oil shale and oil sands,Kosovo*,2017,0
Oil shale and oil sands,Kosovo*,2018,0
Oil shale and oil sands,Kosovo*,2019,0
Oil shale and oil sands,Kosovo*,2020,0
Oil shale and oil sands,Kosovo*,2021,0
Oil shale and oil sands,Kosovo*,2022,0
Total,Albania,2011,1953.468
Total,Albania,2012,1790.623
Total,Albania,2013,1961.871
Total,Albania,2014,2058.574
Total,Albania,2015,1962.498
Total,Albania,2016,1899.558
Total,Albania,2017,2078.928
Total,Albania,2018,2134.212
Total,Albania,2019,2053.036
Total,Albania,2020,1840.668
Total,Albania,2021,2012.504
Total,Albania,2022,1958.847
Total,Austria,2011,25092.859
Total,Austria,2012,25201.329
Total,Austria,2013,25801.476
Total,Austria,2014,24760.998
Total,Austria,2015,25475.009
Total,Austria,2016,26099.472
Total,Austria,2017,26502.78
Total,Austria,2018,26042.437
Total,Austria,2019,26221.621
Total,Austria,2020,24872.933
Total,Austria,2021,26487.778
Total,Austria,2022,24823.616
Total,Bosnia and Herzegovina,2014,3103.624
Total,Bosnia and Herzegovina,2015,3316.907
Total,Bosnia and Herzegovina,2016,3543.934
Total,Bosnia and Herzegovina,2017,3497.933
Total,Bosnia and Herzegovina,2018,4211.931
Total,Bosnia and Herzegovina,2019,4207.688
Total,Bosnia and Herzegovina,2020,4024.489
Total,Bosnia and Herzegovina,2021,4305.32
Total,Bosnia and Herzegovina,2022,4290.012
Total,Belgium,2011,32624.012
Total,Belgium,2012,33058.28
Total,Belgium,2013,34107.252
Total,Belgium,2014,31594.248
Total,Belgium,2015,33155.9
Total,Belgium,2016,33437.524
Total,Belgium,2017,32979.543
Total,Belgium,2018,33204.836
Total,Belgium,2019,32590.234
Total,Belgium,2020,30938.838
Total,Belgium,2021,33173.523
Total,Belgium,2022,30383.39
Total,Bulgaria,2011,9125.105
Total,Bulgaria,2012,9103.369
Total,Bulgaria,2013,8680.757
Total,Bulgaria,2014,8881.501
Total,Bulgaria,2015,9388.553
Total,Bulgaria,2016,9517.949
Total,Bulgaria,2017,9745.903
Total,Bulgaria,2018,9757.67
Total,Bulgaria,2019,9719.6
Total,Bulgaria,2020,9499.659
Total,Bulgaria,2021,10164.447
Total,Bulgaria,2022,9854.067
Total,Cyprus,2011,1614.212
Total,Cyprus,2012,1492.799
Total,Cyprus,2013,1372.455
Total,Cyprus,2014,1377.348
Total,Cyprus,2015,1423.923
Total,Cyprus,2016,1490.606
Total,Cyprus,2017,1551.546
Total,Cyprus,2018,1581.273
Total,Cyprus,2019,1626.652
Total,Cyprus,2020,1525.932
Total,Cyprus,2021,1584.965
Total,Cyprus,2022,1609.596
Total,Czechia,2011,23337.059
Total,Czechia,2012,23326.229
Total,Czechia,2013,23131.377
Total,Czechia,2014,22445.593
Total,Czechia,2015,23100.094
Total,Czechia,2016,23695.026
Total,Czechia,2017,24445.396
Total,Czechia,2018,24190.964
Total,Czechia,2019,24227.514
Total,Czechia,2020,23766.194
Total,Czechia,2021,25315.247
Total,Czechia,2022,24232.335
Total,Germany,2011,199292.537
Total,Germany,2012,202662.536
Total,Germany,2013,208057.421
Total,Germany,2014,197229.019
Total,Germany,2015,200031.296
Total,Germany,2016,203666.981
Total,Germany,2017,204512.293
Total,Germany,2018,200684.593
Total,Germany,2019,200804.342
Total,Germany,2020,194248.055
Total,Germany,2021,197569.316
Total,Germany,2022,190442.433
Total,Denmark,2011,14116.296
Total,Denmark,2012,13611.792
Total,Denmark,2013,13460.545
Total,Denmark,2014,12932.124
Total,Denmark,2015,13462.386
Total,Denmark,2016,13764.113
Total,Denmark,2017,13816.96
Total,Denmark,2018,13787.68
Total,Denmark,2019,13538.875
Total,Denmark,2020,13067.367
Total,Denmark,2021,13815.139
Total,Denmark,2022,13036.306
Total,Estonia,2011,2781.689
Total,Estonia,2012,2827.225
Total,Estonia,2013,2840.316
Total,Estonia,2014,2774.349
Total,Estonia,2015,2750.345
Total,Estonia,2016,2794.835
Total,Estonia,2017,2807.413
Total,Estonia,2018,2888.098
Total,Estonia,2019,2826.061
Total,Estonia,2020,2725.496
Total,Estonia,2021,2789.658
Total,Estonia,2022,2720.738
Total,Greece,2011,18185.332
Total,Greece,2012,16402.985
Total,Greece,2013,14668.337
Total,Greece,2014,14804.112
Total,Greece,2015,15741.021
Total,Greece,2016,15867.95
Total,Greece,2017,15708.524
Total,Greece,2018,15141.636
Total,Greece,2019,15386.999
Total,Greece,2020,14470.268
Total,Greece,2021,14911.94
Total,Greece,2022,15399.676
Total,Spain,2011,82390.875
Total,Spain,2012,79000.274
Total,Spain,2013,76056.192
Total,Spain,2014,75144.184
Total,Spain,2015,75945.839
Total,Spain,2016,77631.876
Total,Spain,2017,79697.362
Total,Spain,2018,81695.165
Total,Spain,2019,81511.227
Total,Spain,2020,72322.647
Total,Spain,2021,78607.539
Total,Spain,2022,77873.473
Total,Finland,2011,23726.736
Total,Finland,2012,23952.27
Total,Finland,2013,23561.862
Total,Finland,2014,23416.963
Total,Finland,2015,23049.777
Total,Finland,2016,24030.895
Total,Finland,2017,24677.948
Total,Finland,2018,25023.502
Total,Finland,2019,24828.679
Total,Finland,2020,23246.067
Total,Finland,2021,24805.313
Total,Finland,2022,23172.696
Total,France,2011,140884.076
Total,France,2012,145862.497
Total,France,2013,148717.482
Total,France,2014,137552.535
Total,France,2015,140840.983
Total,France,2016,143322.297
Total,France,2017,142341.684
Total,France,2018,140354.207
Total,France,2019,139339.439
Total,France,2020,127822.129
Total,France,2021,138965.296
Total,France,2022,132682.3
Total,Georgia,2013,3505.236
Total,Georgia,2014,3796.823
Total,Georgia,2015,3919.153
Total,Georgia,2016,4165.671
Total,Georgia,2017,4212.4
Total,Georgia,2018,4155.102
Total,Georgia,2019,4266.538
Total,Georgia,2020,4188.821
Total,Georgia,2021,4643.943
Total,Georgia,2022,4900.447
Total,Croatia,2011,6875.498
Total,Croatia,2012,6558.631
Total,Croatia,2013,6467.843
Total,Croatia,2014,6130.555
Total,Croatia,2015,6484.974
Total,Croatia,2016,6533.115
Total,Croatia,2017,6793.042
Total,Croatia,2018,6682.876
Total,Croatia,2019,6726.814
Total,Croatia,2020,6432.449
Total,Croatia,2021,6887.646
Total,Croatia,2022,6719.174
Total,Hungary,2011,16917.517
Total,Hungary,2012,16003.531
Total,Hungary,2013,16255.431
Total,Hungary,2014,15775.708
Total,Hungary,2015,16829.628
Total,Hungary,2016,17274.354
Total,Hungary,2017,17874.513
Total,Hungary,2018,17849.381
Total,Hungary,2019,17968.801
Total,Hungary,2020,17606.514
Total,Hungary,2021,18793.605
Total,Hungary,2022,17961.469
Total,Ireland,2011,10363.608
Total,Ireland,2012,10175.368
Total,Ireland,2013,10248.421
Total,Ireland,2014,10189.452
Total,Ireland,2015,10512.78
Total,Ireland,2016,10921.747
Total,Ireland,2017,10871.86
Total,Ireland,2018,11337.053
Total,Ireland,2019,11319.107
Total,Ireland,2020,10854.506
Total,Ireland,2021,11061.6
Total,Ireland,2022,11058.173
Total,Iceland,2011,2521.164
Total,Iceland,2012,2600.49
Total,Iceland,2013,2706.726
Total,Iceland,2014,2739.703
Total,Iceland,2015,2848.624
Total,Iceland,2016,2801.368
Total,Iceland,2017,2848.956
Total,Iceland,2018,3078.878
Total,Iceland,2019,2934.494
Total,Iceland,2020,2869.74
Total,Iceland,2021,2984.432
Total,Italy,2011,117518.026
Total,Italy,2012,116559.044
Total,Italy,2013,114053.675
Total,Italy,2014,108848.35
Total,Italy,2015,112108.171
Total,Italy,2016,111554.603
Total,Italy,2017,113611.214
Total,Italy,2018,114296.937
Total,Italy,2019,113119.475
Total,Italy,2020,103057.147
Total,Italy,2021,114724.702
Total,Italy,2022,110777.728
Total,Lithuania,2011,4728.244
Total,Lithuania,2012,4838.968
Total,Lithuania,2013,4712.305
Total,Lithuania,2014,4800.537
Total,Lithuania,2015,4779.51
Total,Lithuania,2016,5003.215
Total,Lithuania,2017,5239.082
Total,Lithuania,2018,5466.581
Total,Lithuania,2019,5460.021
Total,Lithuania,2020,5284.212
Total,Lithuania,2021,5662.351
Total,Lithuania,2022,5376.688
Total,Luxembourg,2011,3889.18
Total,Luxembourg,2012,3799.238
Total,Luxembourg,2013,3753.122
Total,Luxembourg,2014,3596.761
Total,Luxembourg,2015,3534.819
Total,Luxembourg,2016,3533.953
Total,Luxembourg,2017,3608.658
Total,Luxembourg,2018,3738.139
Total,Luxembourg,2019,3792.159
Total,Luxembourg,2020,3270.781
Total,Luxembourg,2021,3440.379
Total,Luxembourg,2022,3032.114
Total,Latvia,2011,3751.161
Total,Latvia,2012,3908.282
Total,Latvia,2013,3732.245
Total,Latvia,2014,3776.066
Total,Latvia,2015,3680.167
Total,Latvia,2016,3697.443
Total,Latvia,2017,3875.195
Total,Latvia,2018,4024.765
Total,Latvia,2019,3924.687
Total,Latvia,2020,3798.185
Total,Latvia,2021,3980.292
Total,Latvia,2022,3821.053
Total,Moldova,2011,2336.77
Total,Moldova,2012,2267.918
Total,Moldova,2013,2294.391
Total,Moldova,2014,2295.133
Total,Moldova,2015,2357.098
Total,Moldova,2016,2457.919
Total,Moldova,2017,2589.822
Total,Moldova,2018,2684.563
Total,Moldova,2019,2580.369
Total,Moldova,2020,2480.676
Total,Moldova,2021,2759.055
Total,Moldova,2022,2443.491
Total,Montenegro,2011,719.28
Total,Montenegro,2012,698.97
Total,Montenegro,2013,640.991
Total,Montenegro,2014,628.575
Total,Montenegro,2015,662.644
Total,Montenegro,2016,688.761
Total,Montenegro,2017,728.889
Total,Montenegro,2018,729.633
Total,Montenegro,2019,760.625
Total,Montenegro,2020,696.84
Total,Montenegro,2021,796.294
Total,Montenegro,2022,752.609
Total,North Macedonia,2011,1903.21
Total,North Macedonia,2012,1845.693
Total,North Macedonia,2013,1814.802
Total,North Macedonia,2014,1797.481
Total,North Macedonia,2015,1837.589
