country,year,energy_type,production
Belgium,2015,Oil shale and oil sands,0.000
Belgium,2016,Oil shale and oil sands,0.000
Belgium,2017,Oil shale and oil sands,0.000
Belgium,2018,Oil shale and oil sands,0.000
Belgium,2019,Oil shale and oil sands,0.000
Belgium,2020,Oil shale and oil sands,0.000
Belgium,2021,Oil shale and oil sands,0.000
Belgium,2022,Oil shale and oil sands,0.000
Bulgaria,2011,Oil shale and oil sands,0.000
Bulgaria,2012,Oil shale and oil sands,0.000
Bulgaria,2013,Oil shale and oil sands,0.000
Bulgaria,2014,Oil shale and oil sands,0.000
Bulgaria,2015,Oil shale and oil sands,0.000
Bulgaria,2016,Oil shale and oil sands,0.000
Bulgaria,2017,Oil shale and oil sands,0.000
Bulgaria,2018,Oil shale and oil sands,0.000
Bulgaria,2019,Oil shale and oil sands,5.210
Bulgaria,2020,Oil shale and oil sands,5.127
Bulgaria,2021,Oil shale and oil sands,0.000
Bulgaria,2022,Oil shale and oil sands,5.072
Cyprus,2011,Oil shale and oil sands,0.000
Cyprus,2012,Oil shale and oil sands,0.000
Cyprus,2013,Oil shale and oil sands,0.000
Cyprus,2014,Oil shale and oil sands,0.000
Cyprus,2015,Oil shale and oil sands,0.000
Cyprus,2016,Oil shale and oil sands,0.000
Cyprus,2017,Oil shale and oil sands,0.000
Cyprus,2018,Oil shale and oil sands,0.000
Cyprus,2019,Oil shale and oil sands,0.000
Cyprus,2020,Oil shale and oil sands,0.000
Cyprus,2021,Oil shale and oil sands,0.000
Cyprus,2022,Oil shale and oil sands,0.000
Czechia,2011,Oil shale and oil sands,0.000
Czechia,2012,Oil shale and oil sands,0.000
Czechia,2013,Oil shale and oil sands,0.000
Czechia,2014,Oil shale and oil sands,0.000
Czechia,2015,Oil shale and oil sands,0.000
Czechia,2016,Oil shale and oil sands,0.000
Czechia,2017,Oil shale and oil sands,0.000
Czechia,2018,Oil shale and oil sands,0.000
Czechia,2019,Oil shale and oil sands,0.000
Czechia,2020,Oil shale and oil sands,0.000
Czechia,2021,Oil shale and oil sands,0.000
Czechia,2022,Oil shale and oil sands,0.000
Germany,2011,Oil shale and oil sands,0.000
Germany,2012,Oil shale and oil sands,0.000
Germany,2013,Oil shale and oil sands,0.000
Germany,2014,Oil shale and oil sands,0.000
Germany,2015,Oil shale and oil sands,0.000
Germany,2016,Oil shale and oil sands,0.000
Germany,2017,Oil shale and oil sands,0.000
Germany,2018,Oil shale and oil sands,0.000
Germany,2019,Oil shale and oil sands,0.000
Germany,2020,Oil shale and oil sands,0.000
Germany,2021,Oil shale and oil sands,0.000
Germany,2022,Oil shale and oil sands,0.000
Denmark,2011,Oil shale and oil sands,0.000
Denmark,2012,Oil shale and oil sands,0.000
Denmark,2013,Oil shale and oil sands,0.000
Denmark,2014,Oil shale and oil sands,0.000
Denmark,2015,Oil shale and oil sands,0.000
Denmark,2016,Oil shale and oil sands,0.000
Denmark,2017,Oil shale and oil sands,0.000
Denmark,2018,Oil shale and oil sands,0.000
Denmark,2019,Oil shale and oil sands,0.000
Denmark,2020,Oil shale and oil sands,0.000
Denmark,2021,Oil shale and oil sands,0.000
Denmark,2022,Oil shale and oil sands,0.000
Estonia,2011,Oil shale and oil sands,4082.864
Estonia,2012,Oil shale and oil sands,3433.555
Estonia,2013,Oil shale and oil sands,4098.285
Estonia,2014,Oil shale and oil sands,3931.854
Estonia,2015,Oil shale and oil sands,3180.737
Estonia,2016,Oil shale and oil sands,4221.794
Estonia,2017,Oil shale and oil sands,4348.703
Estonia,2018,Oil shale and oil sands,4071.951
Estonia,2019,Oil shale and oil sands,3041.634
Estonia,2020,Oil shale and oil sands,2487.579
Estonia,2021,Oil shale and oil sands,2725.789
Estonia,2022,Oil shale and oil sands,2939.371
Greece,2011,Oil shale and oil sands,0.000
Greece,2012,Oil shale and oil sands,0.000
Greece,2013,Oil shale and oil sands,0.000
Greece,2014,Oil shale and oil sands,0.000
Greece,2015,Oil shale and oil sands,0.000
Greece,2016,Oil shale and oil sands,0.000
Greece,2017,Oil shale and oil sands,0.000
Greece,2018,Oil shale and oil sands,0.000
Greece,2019,Oil shale and oil sands,0.000
Greece,2020,Oil shale and oil sands,0.000
Greece,2021,Oil shale and oil sands,0.000
Greece,2022,Oil shale and oil sands,0.000
Spain,2011,Oil shale and oil sands,0.000
Spain,2012,Oil shale and oil sands,0.000
Spain,2013,Oil shale and oil sands,0.000
Spain,2014,Oil shale and oil sands,0.000
Spain,2015,Oil shale and oil sands,0.000
Spain,2016,Oil shale and oil sands,0.000
Spain,2017,Oil shale and oil sands,0.000
Spain,2018,Oil shale and oil sands,0.000
Spain,2019,Oil shale and oil sands,0.000
Spain,2020,Oil shale and oil sands,0.000
Spain,2021,Oil shale and oil sands,0.000
Spain,2022,Oil shale and oil sands,0.000
Finland,2011,Oil shale and oil sands,0.000
Finland,2012,Oil shale and oil sands,0.000
Finland,2013,Oil shale and oil sands,0.000
Finland,2014,Oil shale and oil sands,0.000
Finland,2015,Oil shale and oil sands,0.000
Finland,2016,Oil shale and oil sands,0.000
Finland,2017,Oil shale and oil sands,0.000
Finland,2018,Oil shale and oil sands,0.000
Finland,2019,Oil shale and oil sands,0.000
Finland,2020,Oil shale and oil sands,0.000
Finland,2021,Oil shale and oil sands,0.000
Finland,2022,Oil shale and oil sands,0.000
France,2011,Oil shale and oil sands,0.000
France,2012,Oil shale and oil sands,0.000
France,2013,Oil shale and oil sands,0.000
France,2014,Oil shale and oil sands,0.000
France,2015,Oil shale and oil sands,0.000
France,2016,Oil shale and oil sands,0.000
France,2017,Oil shale and oil sands,0.000
France,2018,Oil shale and oil sands,0.000
France,2019,Oil shale and oil sands,0.000
France,2020,Oil shale and oil sands,0.000
France,2021,Oil shale and oil sands,0.000
France,2022,Oil shale and oil sands,0.000
Georgia,2013,Oil shale and oil sands,0.000
Georgia,2014,Oil shale and oil sands,0.000
Georgia,2015,Oil shale and oil sands,0.000
Georgia,2016,Oil shale and oil sands,0.000
Georgia,2017,Oil shale and oil sands,0.000
Georgia,2018,Oil shale and oil sands,0.000
Georgia,2019,Oil shale and oil sands,0.000
Georgia,2020,Oil shale and oil sands,0.000
Georgia,2021,Oil shale and oil sands,0.000
Georgia,2022,Oil shale and oil sands,0.000
Croatia,2011,Oil shale and oil sands,0.000
Croatia,2012,Oil shale and oil sands,0.000
Croatia,2013,Oil shale and oil sands,0.000
Croatia,2014,Oil shale and oil sands,0.000
Croatia,2015,Oil shale and oil sands,0.000
Croatia,2016,Oil shale and oil sands,0.000
Croatia,2017,Oil shale and oil sands,0.000
Croatia,2018,Oil shale and oil sands,0.000
Croatia,2019,Oil shale and oil sands,0.000
Croatia,2020,Oil shale and oil sands,0.000
Croatia,2021,Oil shale and oil sands,0.000
Croatia,2022,Oil shale and oil sands,0.000
Hungary,2011,Oil shale and oil sands,0.000
Hungary,2012,Oil shale and oil sands,0.000
Hungary,2013,Oil shale and oil sands,0.000
Hungary,2014,Oil shale and oil sands,0.000
Hungary,2015,Oil shale and oil sands,0.000
Hungary,2016,Oil shale and oil sands,0.000
Hungary,2017,Oil shale and oil sands,0.000
Hungary,2018,Oil shale and oil sands,0.000
Hungary,2019,Oil shale and oil sands,0.000
Hungary,2020,Oil shale and oil sands,0.000
Hungary,2021,Oil shale and oil sands,0.000
Hungary,2022,Oil shale and oil sands,0.000
Ireland,2011,Oil shale and oil sands,0.000
Ireland,2012,Oil shale and oil sands,0.000
Ireland,2013,Oil shale and oil sands,0.000
Ireland,2014,Oil shale and oil sands,0.000
Ireland,2015,Oil shale and oil sands,0.000
Ireland,2016,Oil shale and oil sands,0.000
Ireland,2017,Oil shale and oil sands,0.000
Ireland,2018,Oil shale and oil sands,0.000
Ireland,2019,Oil shale and oil sands,0.000
Ireland,2020,Oil shale and oil sands,0.000
Ireland,2021,Oil shale and oil sands,0.000
Ireland,2022,Oil shale and oil sands,0.000
Iceland,2011,Oil shale and oil sands,0.000
Iceland,2012,Oil shale and oil sands,0.000
Iceland,2013,Oil shale and oil sands,0.000
Iceland,2014,Oil shale and oil sands,0.000
Iceland,2015,Oil shale and oil sands,0.000
Iceland,2016,Oil shale and oil sands,0.000
Iceland,2017,Oil shale and oil sands,0.000
Iceland,2018,Oil shale and oil sands,0.000
Iceland,2019,Oil shale and oil sands,0.000
Iceland,2020,Oil shale and oil sands,0.000
Iceland,2021,Oil shale and oil sands,0.000
Italy,2011,Oil shale and oil sands,0.000
Italy,2012,Oil shale and oil sands,0.000
Italy,2013,Oil shale and oil sands,0.000
Italy,2014,Oil shale and oil sands,0.000
Italy,2015,Oil shale and oil sands,0.000
Italy,2016,Oil shale and oil sands,0.000
Italy,2017,Oil shale and oil sands,0.000
Italy,2018,Oil shale and oil sands,0.000
Italy,2019,Oil shale and oil sands,0.000
Italy,2020,Oil shale and oil sands,0.000
Italy,2021,Oil shale and oil sands,0.000
Italy,2022,Oil shale and oil sands,0.000
Lithuania,2011,Oil shale and oil sands,0.000
Lithuania,2012,Oil shale and oil sands,0.000
Lithuania,2013,Oil shale and oil sands,0.000
Lithuania,2014,Oil shale and oil sands,0.000
Lithuania,2015,Oil shale and oil sands,0.000
Lithuania,2016,Oil shale and oil sands,0.000
Lithuania,2017,Oil shale and oil sands,0.000
Lithuania,2018,Oil shale and oil sands,0.000
Lithuania,2019,Oil shale and oil sands,0.000
Lithuania,2020,Oil shale and oil sands,0.000
Lithuania,2021,Oil shale and oil sands,0.000
Lithuania,2022,Oil shale and oil sands,0.000
Luxembourg,2011,Oil shale and oil sands,0.000
Luxembourg,2012,Oil shale and oil sands,0.000
Luxembourg,2013,Oil shale and oil sands,0.000
Luxembourg,2014,Oil shale and oil sands,0.000
Luxembourg,2015,Oil shale and oil sands,0.000
Luxembourg,2016,Oil shale and oil sands,0.000
Luxembourg,2017,Oil shale and oil sands,0.000
Luxembourg,2018,Oil shale and oil sands,0.000
Luxembourg,2019,Oil shale and oil sands,0.000
Luxembourg,2020,Oil shale and oil sands,0.000
Luxembourg,2021,Oil shale and oil sands,0.000
Luxembourg,2022,Oil shale and oil sands,0.000
Latvia,2011,Oil shale and oil sands,0.000
Latvia,2012,Oil shale and oil sands,0.000
Latvia,2013,Oil shale and oil sands,0.000
Latvia,2014,Oil shale and oil sands,0.000
Latvia,2015,Oil shale and oil sands,0.000
Latvia,2016,Oil shale and oil sands,0.000
Latvia,2017,Oil shale and oil sands,0.000
Latvia,2018,Oil shale and oil sands,0.000
Latvia,2019,Oil shale and oil sands,0.000
Latvia,2020,Oil shale and oil sands,0.000
Latvia,2021,Oil shale and oil sands,0.000
Latvia,2022,Oil shale and oil sands,0.000
Moldova,2011,Oil shale and oil sands,0.000
Moldova,2012,Oil shale and oil sands,0.000
Moldova,2013,Oil shale and oil sands,0.000
Moldova,2014,Oil shale and oil sands,0.000
Moldova,2015,Oil shale and oil sands,0.000
Moldova,2016,Oil shale and oil sands,0.000
Moldova,2017,Oil shale and oil sands,0.000
Moldova,2018,Oil shale and oil sands,0.000
Moldova,2019,Oil shale and oil sands,0.000
Moldova,2020,Oil shale and oil sands,0.000
Moldova,2021,Oil shale and oil sands,0.000
Moldova,2022,Oil shale and oil sands,0.000
Montenegro,2011,Oil shale and oil sands,0.000
Montenegro,2012,Oil shale and oil sands,0.000
Montenegro,2013,Oil shale and oil sands,0.000
Montenegro,2014,Oil shale and oil sands,0.000
Montenegro,2015,Oil shale and oil sands,0.000
Montenegro,2016,Oil shale and oil sands,0.000
Montenegro,2017,Oil shale and oil sands,0.000
Montenegro,2018,Oil shale and oil sands,0.000
Montenegro,2019,Oil shale and oil sands,0.000
Montenegro,2020,Oil shale and oil sands,0.000
Montenegro,2021,Oil shale and oil sands,0.000
Montenegro,2022,Oil shale and oil sands,0.000
North Macedonia,2011,Oil shale and oil sands,0.000
North Macedonia,2012,Oil shale and oil sands,0.000
North Macedonia,2013,Oil shale and oil sands,0.000
North Macedonia,2014,Oil shale and oil sands,0.000
North Macedonia,2015,Oil shale and oil sands,0.000
North Macedonia,2016,Oil shale and oil sands,0.000
North Macedonia,2017,Oil shale and oil sands,0.000
North Macedonia,2018,Oil shale and oil sands,0.000
North Macedonia,2019,Oil shale and oil sands,0.000
North Macedonia,2020,Oil shale and oil sands,0.000
North Macedonia,2021,Oil shale and oil sands,0.000
North Macedonia,2022,Oil shale and oil sands,0.000
Malta,2011,Oil shale and oil sands,0.000
Malta,2012,Oil shale and oil sands,0.000
Malta,2013,Oil shale and oil sands,0.000
Malta,2014,Oil shale and oil sands,0.000
Malta,2015,Oil shale and oil sands,0.000
Malta,2016,Oil shale and oil sands,0.000
Malta,2017,Oil shale and oil sands,0.000
Malta,2018,Oil shale and oil sands,0.000
Malta,2019,Oil shale and oil sands,0.000
Malta,2020,Oil shale and oil sands,0.000
Malta,2021,Oil shale and oil sands,0.000
Malta,2022,Oil shale and oil sands,0.000
Netherlands,2011,Oil shale and oil sands,0.000
Netherlands,2012,Oil shale and oil sands,0.000
Netherlands,2013,Oil shale and oil sands,0.000
Netherlands,2014,Oil shale and oil sands,0.000
Netherlands,2015,Oil shale and oil sands,0.000
Netherlands,2016,Oil shale and oil sands,0.000
Netherlands,2017,Oil shale and oil sands,0.000
Netherlands,2018,Oil shale and oil sands,0.000
Netherlands,2019,Oil shale and oil sands,0.000
Netherlands,2020,Oil shale and oil sands,0.000
Netherlands,2021,Oil shale and oil sands,0.000
Netherlands,2022,Oil shale and oil sands,0.000
Norway,2011,Oil shale and oil sands,0.000
Norway,2012,Oil shale and oil sands,0.000
Norway,2013,Oil shale and oil sands,0.000
Norway,2014,Oil shale and oil sands,0.000
Norway,2015,Oil shale and oil sands,0.000
Norway,2016,Oil shale and oil sands,0.000
Norway,2017,Oil shale and oil sands,0.000
Norway,2018,Oil shale and oil sands,0.000
Norway,2019,Oil shale and oil sands,0.000
Norway,2020,Oil shale and oil sands,0.000
Norway,2021,Oil shale and oil sands,0.000
Norway,2022,Oil shale and oil sands,0.000
Poland,2011,Oil shale and oil sands,0.000
Poland,2012,Oil shale and oil sands,0.000
Poland,2013,Oil shale and oil sands,0.000
Poland,2014,Oil shale and oil sands,0.000
Poland,2015,Oil shale and oil sands,0.000
Poland,2016,Oil shale and oil sands,0.000
Poland,2017,Oil shale and oil sands,0.000
Poland,2018,Oil shale and oil sands,0.000
Poland,2019,Oil shale and oil sands,0.000
Poland,2020,Oil shale and oil sands,0.000
Poland,2021,Oil shale and oil sands,0.000
Poland,2022,Oil shale and oil sands,0.000
Portugal,2011,Oil shale and oil sands,0.000
Portugal,2012,Oil shale and oil sands,0.000
Portugal,2013,Oil shale and oil sands,0.000
Portugal,2014,Oil shale and oil sands,0.000
Portugal,2015,Oil shale and oil sands,0.000
Portugal,2016,Oil shale and oil sands,0.000
Portugal,2017,Oil shale and oil sands,0.000
Portugal,2018,Oil shale and oil sands,0.000
Portugal,2019,Oil shale and oil sands,0.000
Portugal,2020,Oil shale and oil sands,0.000
Portugal,2021,Oil shale and oil sands,0.000
Portugal,2022,Oil shale and oil sands,0.000
Romania,2011,Oil shale and oil sands,0.000
Romania,2012,Oil shale and oil sands,0.000
Romania,2013,Oil shale and oil sands,0.000
Romania,2014,Oil shale and oil sands,0.000
Romania,2015,Oil shale and oil sands,0.000
Romania,2016,Oil shale and oil sands,0.000
Romania,2017,Oil shale and oil sands,0.000
Romania,2018,Oil shale and oil sands,0.000
Romania,2019,Oil shale and oil sands,0.000
Romania,2020,Oil shale and oil sands,0.000
Romania,2021,Oil shale and oil sands,0.000
Romania,2022,Oil shale and oil sands,0.000
Serbia,2011,Oil shale and oil sands,0.000
Serbia,2012,Oil shale and oil sands,0.000
Serbia,2013,Oil shale and oil sands,0.000
Serbia,2014,Oil shale and oil sands,0.000
Serbia,2015,Oil shale and oil sands,0.000
Serbia,2016,Oil shale and oil sands,0.000
Serbia,2017,Oil shale and oil sands,0.000
Serbia,2018,Oil shale and oil sands,0.000
Serbia,2019,Oil shale and oil sands,0.000
Serbia,2020,Oil shale and oil sands,0.000
Serbia,2021,Oil shale and oil sands,0.000
Serbia,2022,Oil shale and oil sands,0.000
Sweden,2011,Oil shale and oil sands,0.000
Sweden,2012,Oil shale and oil sands,0.000
Sweden,2013,Oil shale and oil sands,0.000
Sweden,2014,Oil shale and oil sands,0.000
Sweden,2015,Oil shale and oil sands,0.000
Sweden,2016,Oil shale and oil sands,0.000
Sweden,2017,Oil shale and oil sands,0.000
Sweden,2018,Oil shale and oil sands,0.000
Sweden,2019,Oil shale and oil sands,0.000
Sweden,2020,Oil shale and oil sands,0.000
Sweden,2021,Oil shale and oil sands,0.000
Sweden,2022,Oil shale and oil sands,0.000
Slovenia,2011,Oil shale and oil sands,0.000
Slovenia,2012,Oil shale and oil sands,0.000
Slovenia,2013,Oil shale and oil sands,0.000
Slovenia,2014,Oil shale and oil sands,0.000
Slovenia,2015,Oil shale and oil sands,0.000
Slovenia,2016,Oil shale and oil sands,0.000
Slovenia,2017,Oil shale and oil sands,0.000
Slovenia,2018,Oil shale and oil sands,0.000
Slovenia,2019,Oil shale and oil sands,0.000
Slovenia,2020,Oil shale and oil sands,0.000
Slovenia,2021,Oil shale and oil sands,0.000
Slovenia,2022,Oil shale and oil sands,0.000
Slovakia,2011,Oil shale and oil sands,0.000
Slovakia,2012,Oil shale and oil sands,0.000
Slovakia,2013,Oil shale and oil sands,0.000
Slovakia,2014,Oil shale and oil sands,0.000
Slovakia,2015,Oil shale and oil sands,0.000
Slovakia,2016,Oil shale and oil sands,0.000
Slovakia,2017,Oil shale and oil sands,0.000
Slovakia,2018,Oil shale and oil sands,0.000
Slovakia,2019,Oil shale and oil sands,0.000
Slovakia,2020,Oil shale and oil sands,0.000
Slovakia,2021,Oil shale and oil sands,0.000
Slovakia,2022,Oil shale and oil sands,0.000
Türkiye,2011,Oil shale and oil sands,0.000
Türkiye,2012,Oil shale and oil sands,0.000
Türkiye,2013,Oil shale and oil sands,0.000
Türkiye,2014,Oil shale and oil sands,0.000
Türkiye,2015,Oil shale and oil sands,0.000
Türkiye,2016,Oil shale and oil sands,0.000
Türkiye,2017,Oil shale and oil sands,0.000
Türkiye,2018,Oil shale and oil sands,0.000
Türkiye,2019,Oil shale and oil sands,0.000
Türkiye,2020,Oil shale and oil sands,0.000
Türkiye,2021,Oil shale and oil sands,0.000
Türkiye,2022,Oil shale and oil sands,0.000
Ukraine,2011,Oil shale and oil sands,0.000
Ukraine,2012,Oil shale and oil sands,0.000
Ukraine,2013,Oil shale and oil sands,0.000
Ukraine,2014,Oil shale and oil sands,0.000
Ukraine,2015,Oil shale and oil sands,0.000
Ukraine,2016,Oil shale and oil sands,0.000
Ukraine,2017,Oil shale and oil sands,0.000
Ukraine,2018,Oil shale and oil sands,0.000
Ukraine,2019,Oil shale and oil sands,0.000
Ukraine,2020,Oil shale and oil sands,0.000
United Kingdom,2011,Oil shale and oil sands,0.000
United Kingdom,2012,Oil shale and oil sands,0.000
United Kingdom,2013,Oil shale and oil sands,0.000
United Kingdom,2014,Oil shale and oil sands,0.000
United Kingdom,2015,Oil shale and oil sands,0.000
United Kingdom,2016,Oil shale and oil sands,0.000
United Kingdom,2017,Oil shale and oil sands,0.000
United Kingdom,2018,Oil shale and oil sands,0.000
United Kingdom,2019,Oil shale and oil sands,0.000
Kosovo*,2011,Oil shale and oil sands,0.000
Kosovo*,2012,Oil shale and oil sands,0.000
Kosovo*,2013,Oil shale and oil sands,0.000
Kosovo*,2014,Oil shale and oil sands,0.000
Kosovo*,2015,Oil shale and oil sands,0.000
Kosovo*,2016,Oil shale and oil sands,0.000
Kosovo*,2017,Oil shale and oil sands,0.000
Kosovo*,2018,Oil shale and oil sands,0.000
Kosovo*,2019,Oil shale and oil sands,0.000
Kosovo*,2020,Oil shale and oil sands,0.000
Kosovo*,2021,Oil shale and oil sands,0.000
Kosovo*,2022,Oil shale and oil sands,0.000
Albania,2011,Total,2224.767
Albania,2012,Total,2002.568
Albania,2013,Total,2343.730
Albania,2014,Total,2347.117
Albania,2015,Total,2196.150
Albania,2016,Total,2264.689
Albania,2017,Total,2367.990
Albania,2018,Total,2359.535
Albania,2019,Total,2333.185
Albania,2020,Total,2166.847
Albania,2021,Total,2281.204
Albania,2022,Total,2171.506
Austria,2011,Total,33120.811
Austria,2012,Total,33041.368
Austria,2013,Total,33467.556
Austria,2014,Total,32270.341
Austria,2015,Total,33027.980
Austria,2016,Total,33429.285
Austria,2017,Total,34070.053
Austria,2018,Total,33184.811
Austria,2019,Total,33808.518
Austria,2020,Total,32020.989
Austria,2021,Total,33804.313
Austria,2022,Total,31794.511
Bosnia and Herzegovina,2014,Total,5998.422
Bosnia and Herzegovina,2015,Total,6176.764
Bosnia and Herzegovina,2016,Total,6756.626
Bosnia and Herzegovina,2017,Total,6743.965
Bosnia and Herzegovina,2018,Total,7470.571
Bosnia and Herzegovina,2019,Total,7220.822
Bosnia and Herzegovina,2020,Total,7104.379
Bosnia and Herzegovina,2021,Total,7359.713
Bosnia and Herzegovina,2022,Total,7279.512
Belgium,2011,Total,55189.932
Belgium,2012,Total,53010.651
Belgium,2013,Total,55212.594
Belgium,2014,Total,52290.931
Belgium,2015,Total,52234.717
Belgium,2016,Total,55043.988
Belgium,2017,Total,54847.406
Belgium,2018,Total,53024.300
Belgium,2019,Total,54381.713
Belgium,2020,Total,50244.461
Belgium,2021,Total,55281.008
Belgium,2022,Total,50529.535
Bulgaria,2011,Total,19030.567
Bulgaria,2012,Total,18231.765
Bulgaria,2013,Total,16926.060
Bulgaria,2014,Total,17704.737
Bulgaria,2015,Total,18504.383
Bulgaria,2016,Total,18081.015
Bulgaria,2017,Total,18697.785
Bulgaria,2018,Total,18605.594
Bulgaria,2019,Total,18434.751
Bulgaria,2020,Total,17576.063
Bulgaria,2021,Total,19117.588
Bulgaria,2022,Total,19335.484
Cyprus,2011,Total,2403.869
Cyprus,2012,Total,2262.439
Cyprus,2013,Total,1955.962
Cyprus,2014,Total,2003.342
Cyprus,2015,Total,2054.544
Cyprus,2016,Total,2188.570
Cyprus,2017,Total,2259.845
Cyprus,2018,Total,2308.403
Cyprus,2019,Total,2315.130
Cyprus,2020,Total,2187.784
Cyprus,2021,Total,2251.763
Cyprus,2022,Total,2306.329
Czechia,2011,Total,43307.467
Czechia,2012,Total,42948.595
Czechia,2013,Total,43162.612
Czechia,2014,Total,41719.903
Czechia,2015,Total,41757.305
Czechia,2016,Total,41343.138
Czechia,2017,Total,43108.154
Czechia,2018,Total,43229.511
Czechia,2019,Total,42515.763
Czechia,2020,Total,40207.237
Czechia,2021,Total,42593.751
Czechia,2022,Total,41600.178
Germany,2011,Total,313107.906
Germany,2012,Total,315440.699
Germany,2013,Total,322440.619
Germany,2014,Total,308553.144
Germany,2015,Total,310082.463
Germany,2016,Total,311411.038
Germany,2017,Total,312465.059
Germany,2018,Total,305036.733
Germany,2019,Total,298401.223
Germany,2020,Total,280330.894
Germany,2021,Total,290326.950
Germany,2022,Total,273324.487
Denmark,2011,Total,18114.686
Denmark,2012,Total,17324.625
Denmark,2013,Total,17438.248
Denmark,2014,Total,16440.160
Denmark,2015,Total,16383.737
Denmark,2016,Total,16800.120
Denmark,2017,Total,16892.917
Denmark,2018,Total,16879.600
Denmark,2019,Total,16324.576
Denmark,2020,Total,15693.229
Denmark,2021,Total,16547.163
Denmark,2022,Total,15924.128
Estonia,2011,Total,5725.040
Estonia,2012,Total,5228.464
Estonia,2013,Total,5839.319
Estonia,2014,Total,5538.862
Estonia,2015,Total,4800.803
Estonia,2016,Total,5978.413
Estonia,2017,Total,5853.264
Estonia,2018,Total,5648.229
Estonia,2019,Total,4848.194
Estonia,2020,Total,4472.653
Estonia,2021,Total,4564.345
Estonia,2022,Total,4796.355
Greece,2011,Total,26797.816
Greece,2012,Total,26603.895
Greece,2013,Total,23395.055
Greece,2014,Total,23216.752
Greece,2015,Total,23264.675
Greece,2016,Total,22775.802
Greece,2017,Total,23407.972
Greece,2018,Total,22748.616
Greece,2019,Total,22423.526
Greece,2020,Total,20093.116
Greece,2021,Total,20814.067
Greece,2022,Total,20663.408
Spain,2011,Total,125769.692
Spain,2012,Total,125379.024
Spain,2013,Total,117058.713
Spain,2014,Total,114522.755
Spain,2015,Total,118954.381
Spain,2016,Total,119715.840
Spain,2017,Total,125876.951
Spain,2018,Total,125486.607
Spain,2019,Total,121939.720
Spain,2020,Total,110214.255
Spain,2021,Total,116078.368
Spain,2022,Total,115819.806
Finland,2011,Total,34795.937
Finland,2012,Total,33555.392
Finland,2013,Total,32985.287
Finland,2014,Total,33720.799
Finland,2015,Total,32022.519
Finland,2016,Total,33221.313
Finland,2017,Total,33574.369
Finland,2018,Total,34131.262
Finland,2019,Total,33369.792
Finland,2020,Total,31840.907
Finland,2021,Total,33432.573
Finland,2022,Total,31963.083
France,2011,Total,259038.799
France,2012,Total,259396.220
France,2013,Total,260811.947
France,2014,Total,250581.870
France,2015,Total,254648.799
France,2016,Total,250258.102
France,2017,Total,250206.850
France,2018,Total,248826.596
France,2019,Total,245631.424
France,2020,Total,220983.339
France,2021,Total,239300.680
France,2022,Total,215037.155
Georgia,2013,Total,4159.633
Georgia,2014,Total,4440.201
Georgia,2015,Total,4690.718
Georgia,2016,Total,4847.596
Georgia,2017,Total,4894.047
Georgia,2018,Total,4851.522
Georgia,2019,Total,5101.024
Georgia,2020,Total,4941.465
Georgia,2021,Total,5288.346
Georgia,2022,Total,5730.543
Croatia,2011,Total,9156.651
Croatia,2012,Total,8614.754
Croatia,2013,Total,8434.858
Croatia,2014,Total,8030.511
Croatia,2015,Total,8387.910
Croatia,2016,Total,8454.603
Croatia,2017,Total,8734.018
Croatia,2018,Total,8491.654
Croatia,2019,Total,8589.513
Croatia,2020,Total,8248.778
Croatia,2021,Total,8596.096
Croatia,2022,Total,8322.109
Hungary,2011,Total,25829.901
Hungary,2012,Total,24604.502
Hungary,2013,Total,23757.412
Hungary,2014,Total,23652.512
Hungary,2015,Total,25028.528
Hungary,2016,Total,25327.380
Hungary,2017,Total,26432.948
Hungary,2018,Total,26428.293
Hungary,2019,Total,26426.110
Hungary,2020,Total,26038.115
Hungary,2021,Total,27252.370
Hungary,2022,Total,25530.915
Ireland,2011,Total,13181.372
Ireland,2012,Total,13440.076
Ireland,2013,Total,12657.567
Ireland,2014,Total,12656.222
Ireland,2015,Total,13319.910
Ireland,2016,Total,14080.435
Ireland,2017,Total,13811.646
Ireland,2018,Total,13799.099
Ireland,2019,Total,13863.523
Ireland,2020,Total,13373.655
Ireland,2021,Total,13841.335
Ireland,2022,Total,13662.292
Iceland,2011,Total,5796.473
Iceland,2012,Total,5658.035
Iceland,2013,Total,5900.127
Iceland,2014,Total,5880.121
Iceland,2015,Total,5598.487
Iceland,2016,Total,5301.070
Iceland,2017,Total,5580.871
Iceland,2018,Total,6137.121
Iceland,2019,Total,6017.862
Iceland,2020,Total,5896.639
Iceland,2021,Total,5911.930
Italy,2011,Total,167942.217
Italy,2012,Total,161340.359
Italy,2013,Total,155390.152
Italy,2014,Total,146769.878
Italy,2015,Total,152563.263
Italy,2016,Total,150981.786
Italy,2017,Total,156093.486
Italy,2018,Total,153154.765
Italy,2019,Total,151464.153
Italy,2020,Total,140100.485
Italy,2021,Total,152431.500
Italy,2022,Total,145220.387
Lithuania,2011,Total,7290.526
Lithuania,2012,Total,7355.708
Lithuania,2013,Total,6946.511
Lithuania,2014,Total,6982.737
Lithuania,2015,Total,7102.764
Lithuania,2016,Total,7260.136
Lithuania,2017,Total,7587.930
Lithuania,2018,Total,7707.013
Lithuania,2019,Total,7678.847
Lithuania,2020,Total,7578.481
Lithuania,2021,Total,7886.226
Lithuania,2022,Total,7030.581
Luxembourg,2011,Total,4166.321
Luxembourg,2012,Total,4088.563
